Handle,Title,Body (HTML),Vendor,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Standard Product Type,Custom Product Type
cc-whole-geode,CC: Whole Geode,,Copernicus Toys (Faire),educational,FALSE,Title,Default ,,,,,E1628728942,0,shopify ,2,deny,manual,4,,TRUE,TRUE,655400001098,,,,,,,,,,,,,,,,,,,,,,,2,active,,
glowing-putty-gels-and-slime-kit,"Glowing Putty, Gels, and Slime Kit",,Copernicus Toys (Faire),educational,FALSE,Title,Default ,,,,,E1628728975,0,shopify ,5,deny,manual,18,,TRUE,TRUE,655400007014,,,,,,,,,,,,,,,,,,,,,,,9,active,,
glux-glow,Glux: Glow,,Copernicus Toys (Faire),educational,FALSE,Title,Default ,,,,,E1628729004,0,shopify ,4,deny,manual,7,,TRUE,TRUE,655400002026,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
glux-magnetic,Glux: Magnetic,,Copernicus Toys (Faire),educational,FALSE,Title,Default ,,,,,E1628729030,0,shopify ,2,deny,manual,7,,TRUE,TRUE,655400002057,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
nano-glux-elements,Nano Glux Elements,,Copernicus Toys (Faire),educational,FALSE,Title,Default ,,,,,E1628729068,0,shopify ,23,deny,manual,4,,TRUE,TRUE,655400002125,,,,,,,,,,,,,,,,,,,,,,,2,active,,
codenames,Codenames,,Czech Games Editions,,FALSE,Title,Default ,,,,,CGE00031,0,shopify ,1,deny,manual,21.75,,TRUE,TRUE,8594156310318,,,,,,,,,,,,,,,,,,,,,,,10,active,,
codenames-pictures,Codenames - Pictures,,Czech Games Editions,,FALSE,Title,Default ,,,,,CGE00031,0,shopify ,1,deny,manual,21.75,,TRUE,TRUE,8594156310363,,,,,,,,,,,,,,,,,,,,,,,10,active,,
codenames-duet,Codenames: Duet,,Czech Games Editions,,FALSE,Title,Default ,,,,,CGE00040,0,shopify ,1,deny,manual,21.75,,TRUE,TRUE,8594156310400,,,,,,,,,,,,,,,,,,,,,,,10,active,,
letter-jam,Letter Jam,,Czech Games Editions,,FALSE,Title,Default ,,,,,CGE 00052,0,shopify ,1,deny,manual,21.75,,TRUE,TRUE,8594156310523,,,,,,,,,,,,,,,,,,,,,,,10,active,,
pictomania,Pictomania,,Czech Games Editions,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,21.75,,TRUE,TRUE,8594156310479,,,,,,,,,,,,,,,,,,,,,,,10,active,,
trapwords,Trapwords,,Czech Games Editions,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,21.75,,TRUE,TRUE,9781589781955,,,,,,,,,,,,,,,,,,,,,,,10,active,,
darkness-and-light,Darkness and Light,,Davis and Daughters,Davis and Daughters,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,32.5,,TRUE,TRUE,672975144425,,,,,,,,,,,,,,,,,,,,,,,0,active,,
chain-d20-pendant,Chain D20 Pendant,,Desert Rat Games,jewelry,FALSE,Title,Default ,,,,,J1629926257,0,shopify ,8,deny,manual,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,2.25,active,,
laser-cut-steel-pendant,Laser Cut Steel Pendant,,Desert Rat Games,jewelry,FALSE,Title,Default ,,,,,J1629926357,0,shopify ,3,deny,manual,10,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,2.5,active,,
spiral-d20-pendant,Spiral D20 Pendant,,Desert Rat Games,jewelry,FALSE,Title,Default ,,,,,J1629926229,0,shopify ,8,deny,manual,5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0.25,active,,
acid-etched-brass-keychain-angry-bird,Acid Etched Brass Keychain: Angry Bird,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,1-010,0,shopify ,2,deny,manual,7,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
acid-etched-brass-keychain-atari-stick,Acid Etched Brass Keychain: Atari Stick,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,1-006,0,shopify ,2,deny,manual,7,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
acid-etched-brass-keychain-bullet-bill,Acid Etched Brass Keychain: Bullet Bill,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,1-009,0,shopify ,3,deny,manual,7,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
acid-etched-brass-keychain-d20,Acid Etched Brass Keychain: D20,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,1-004,0,shopify ,3,deny,manual,7,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
acid-etched-brass-keychain-gamepad,Acid Etched Brass Keychain: Gamepad,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,7,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
acid-etched-brass-keychain-pac-ghost,Acid Etched Brass Keychain: Pac Ghost,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,1-007,0,shopify ,2,deny,manual,7,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
acid-etched-brass-keychain-pokeball,Acid Etched Brass Keychain: Pokeball,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,1-003,0,shopify ,2,deny,manual,7,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
acid-etched-brass-keychain-question-block,Acid Etched Brass Keychain: Question Block,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,1-005,0,shopify ,3,deny,manual,7,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
acid-etched-brass-keychain-space-invader,Acid Etched Brass Keychain: Space Invader,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,1-008,0,shopify ,0,deny,manual,7,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
acid-etched-brass-keychain-super-shroom,Acid Etched Brass Keychain: Super Shroom,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,1-019,0,shopify ,3,deny,manual,7,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
hand-woven-with-leather-keychain,Hand Woven with Leather Keychain,,Desert Rat Games,,FALSE,Title,Default ,,,,,1-018,0,shopify ,8,deny,manual,5.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,4,active,,
keychain-chainmail,Keychain: Chainmail,,Desert Rat Games,,FALSE,Title,Default ,,,,,1-012,0,shopify ,4,deny,manual,5.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,4,active,,
laser-cut-keychain-bob-omb,Laser Cut Keychain: Bob-Omb,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,5.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1,active,,
laser-cut-keychain-goombah,Laser Cut Keychain: Goombah,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,5.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1,active,,
laser-cut-keychain-logo,Laser Cut Keychain: Logo,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,5.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1,active,,
laser-cut-keychain-luigi,Laser Cut Keychain: Luigi,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,1-011,0,shopify ,0,deny,manual,5.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1,active,,
laser-cut-keychain-mario,Laser Cut Keychain: Mario,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,5.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1,active,,
laser-cut-keychain-mushroom,Laser Cut Keychain: Mushroom,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,5.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1,active,,
laser-cut-keychain-wreck-it-ralph,Laser Cut Keychain: Wreck-it-Ralph,,Desert Rat Games,keychain,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,5.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1,active,,
dice-tower-kit-biohazard,Dice Tower Kit - Biohazard,,Desert Rat Games,"Desert Rat Games, dice accesory, kit, dice tower",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,10,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,2,active,,
dice-tower-kit-blank,Dice Tower Kit - Blank,,Desert Rat Games,"Desert Rat Games, dice accesory, kit, dice tower",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,10,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,2,active,,
dice-tower-kit-let-the-dice-decide-d20,Dice Tower Kit - Let the dice decide! - d20,,Desert Rat Games,"Desert Rat Games, dice accesory, kit, dice tower",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,10,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,2,active,,
dice-tower-kit-radioactive,Dice Tower Kit - Radioactive,,Desert Rat Games,"Desert Rat Games, dice accesory, kit, dice tower",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,10,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,2,active,,
small-wooden-dice-tower-biohazard,Small Wooden Dice Tower - Biohazard,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tower",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-dice-tower-blank,Small Wooden Dice Tower - Blank,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tower",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-dice-tower-high-voltage,Small Wooden Dice Tower - High Voltage,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tower",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-dice-tower-let-the-dice-decide-d20,Small Wooden Dice Tower - Let the dice decide! - d20,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tower",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-dice-tower-radioactive,Small Wooden Dice Tower - Radioactive,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tower",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-dice-tower-skull-crossbones,Small Wooden Dice Tower - Skull & Crossbones,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tower",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-hex-dice-tray-biohazard-blank,Small Wooden Hex Dice Tray - Biohazard Blank,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tray",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-hex-dice-tray-biohazard-celtic,Small Wooden Hex Dice Tray - Biohazard Celtic,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tray",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-hex-dice-tray-high-voltage-blank,Small Wooden Hex Dice Tray - High Voltage Blank,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tray",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-hex-dice-tray-high-voltage-celtic,Small Wooden Hex Dice Tray - High Voltage Celtic,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tray",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-hex-dice-tray-let-the-dice-decide-d20-blank,Small Wooden Hex Dice Tray - Let the dice decide! - D20 Blank,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tray",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-hex-dice-tray-let-the-dice-decide-d20-celtic,Small Wooden Hex Dice Tray - Let the dice decide! - D20 Celtic,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tray",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-hex-dice-tray-skull-crossbones-blank,Small Wooden Hex Dice Tray - Skull & Crossbones Blank,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tray",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-hex-dice-tray-skull-crossbones-celtic,Small Wooden Hex Dice Tray - Skull & Crossbones Celtic,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tray",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-hex-dice-tray-blank,Small Wooden Hex Dice Tray Blank,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tray",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
small-wooden-hex-dice-tray-celtic,Small Wooden Hex Dice Tray Celtic,,Desert Rat Games,"Desert Rat Games, dice accesory, dice tray",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,3,active,,
pride-flag-progress-3x5,"Pride Flag, Progress, 3'x5'",,Ebay,,FALSE,Title,Default ,,,,,R1623526851,0,shopify ,8,deny,manual,10,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,5,active,,
dice-dragons-pin-air,Dice Dragons Pin: Air,,Foam Brain Games,pin,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,10.75,,TRUE,TRUE,617629723267,,,,,,,,,,,,,,,,,,,,,,,5,active,,
dice-dragons-pin-earth,Dice Dragons Pin: Earth,,Foam Brain Games,pin,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,10.75,,TRUE,TRUE,617629723182,,,,,,,,,,,,,,,,,,,,,,,5,active,,
dice-dragons-pin-fire,Dice Dragons Pin: Fire,,Foam Brain Games,pin,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,10.75,,TRUE,TRUE,617629723151,,,,,,,,,,,,,,,,,,,,,,,5,active,,
dice-dragons-pin-gold,Dice Dragons Pin: Gold,,Foam Brain Games,pin,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,10.75,,TRUE,TRUE,617629723144,,,,,,,,,,,,,,,,,,,,,,,5,active,,
dice-dragons-pin-smoke,Dice Dragons Pin: Smoke,,Foam Brain Games,pin,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,10.75,,TRUE,TRUE,617629723199,,,,,,,,,,,,,,,,,,,,,,,5,active,,
dice-dragons-pin-water,Dice Dragons Pin: Water,,Foam Brain Games,pin,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,10.75,,TRUE,TRUE,617629723168,,,,,,,,,,,,,,,,,,,,,,,5,active,,
monster-index-pin-eye-monster,Monster Index Pin: Eye Monster,,Foam Brain Games,pin,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,10.75,,TRUE,TRUE,617629723243,,,,,,,,,,,,,,,,,,,,,,,5,active,,
monster-index-pin-gelly-cube,Monster Index Pin: Gelly Cube,,Foam Brain Games,pin,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,10.75,,TRUE,TRUE,617629723236,,,,,,,,,,,,,,,,,,,,,,,5,active,,
monster-index-pin-hippogriff,Monster Index Pin: HippoGriff,,Foam Brain Games,pin,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,10.75,,TRUE,TRUE,617629723250,,,,,,,,,,,,,,,,,,,,,,,5,active,,
monster-index-pin-merfolk,Monster Index Pin: Merfolk,,Foam Brain Games,pin,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,10.75,,TRUE,TRUE,889698524285,,,,,,,,,,,,,,,,,,,,,,,5,active,,
monster-index-pin-mimic,Monster Index Pin: Mimic,,Foam Brain Games,pin,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,10.75,,TRUE,TRUE,617629723205,,,,,,,,,,,,,,,,,,,,,,,5,active,,
monster-index-pin-owl-bear,Monster Index Pin: Owl Bear,,Foam Brain Games,pin,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,10.75,,TRUE,TRUE,617629723229,,,,,,,,,,,,,,,,,,,,,,,5,active,,
100-sided-die-black-opaque-with-yellow-d100,100 Sided Die - Black Opaque with Yellow D100,,Foam Brain Games,"dice, poly, d100",FALSE,Title,Default ,,,,,FBG5025,0,shopify ,0,deny,manual,22,,TRUE,TRUE,617629723717,,,,,,,,,,,,,,,,,,,,,,,10,active,,
100-sided-die-blue-d100,100 Sided Die - Blue D100,,Foam Brain Games,"dice, poly, d100",FALSE,Title,Default ,,,,,FBG5001,0,shopify ,0,deny,manual,22,,TRUE,TRUE,617629716009,,,,,,,,,,,,,,,,,,,,,,,10,active,,
100-sided-die-translucent-blue-d100,100 Sided Die - Translucent Blue D100,,Foam Brain Games,"dice, poly, d100",FALSE,Title,Default ,,,,,FBG5013,0,shopify ,0,deny,manual,22,,TRUE,TRUE,617629716122,,,,,,,,,,,,,,,,,,,,,,,10,active,,
100-sided-die-translucent-green-d100,100 Sided Die - Translucent Green D100,,Foam Brain Games,"dice, poly, d100",FALSE,Title,Default ,,,,,FBG5014,0,shopify ,3,deny,manual,22,,TRUE,TRUE,617629716139,,,,,,,,,,,,,,,,,,,,,,,10,active,,
alchemist-metals-rpg-dice-set-burnt-opal,Alchemist Metals RPG Dice Set: Burnt Opal,,Foam Brain Games,"dice, poly, set, metal",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,55,,TRUE,TRUE,617629719529,,,,,,,,,,,,,,,,,,,,,,,22.5,active,,
ancient-silver-rpg-dice-set,Ancient Silver RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG2034,0,shopify ,0,deny,manual,9.95,,TRUE,TRUE,617629725094,,,,,,,,,,,,,,,,,,,,,,,5,active,,
anime-kitty-rpg-dice-set,Anime Kitty RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG1144,0,shopify ,2,deny,manual,14,,TRUE,TRUE,617629736366,,,,,,,,,,,,,,,,,,,,,,,6.5,active,,
asexual-pride-flag-rpg-metal-dice-set,Asexual Pride Flag - RPG Metal Dice Set,,Foam Brain Games,"dice, poly, set, metal",FALSE,Title,Default ,,,,,FBG4028,0,shopify ,1,deny,manual,55,,TRUE,TRUE,617629721843,,,,,,,,,,,,,,,,,,,,,,,27.5,active,,
bisexual-pride-flag-rpg-metal-dice-set,Bisexual Pride Flag - RPG Metal Dice Set,,Foam Brain Games,"dice, poly, set, metal",FALSE,Title,Default ,,,,,FBG4011,0,shopify ,1,deny,manual,55,,TRUE,TRUE,617629721874,,,,,,,,,,,,,,,,,,,,,,,27.5,active,,
blue-glow-in-the-dark-metal-dice-set,Blue Glow in the Dark Metal Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,55,,TRUE,TRUE,617629721677,,,,,,,,,,,,,,,,,,,,,,,22.5,active,,
blue-green-yellow-shimmer-layer-rpg-dice,"Blue, Green & Yellow Shimmer Layer RPG Dice",,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG1071,0,shopify ,1,deny,manual,12,,TRUE,TRUE,617629722253,,,,,,,,,,,,,,,,,,,,,,,5.5,active,,
burnt-opal-with-blue-rpg-dice-set,Burnt Opal with Blue RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG4039,0,shopify ,1,deny,manual,50,,TRUE,TRUE,617629719604,,,,,,,,,,,,,,,,,,,,,,,22.5,active,,
burnt-opal-with-white-rpg-dice-set,Burnt Opal with White RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG4040,0,shopify ,2,deny,manual,50,,TRUE,TRUE,617629719611,,,,,,,,,,,,,,,,,,,,,,,22.5,active,,
copper-cosmos-rpg-dice-set,Copper Cosmos RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG1107,0,shopify ,0,deny,manual,12,,TRUE,TRUE,617629724028,,,,,,,,,,,,,,,,,,,,,,,5.5,active,,
copper-foil-fragment-filled-rpg-dice,Copper Foil Fragment Filled RPG Dice,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG1065,0,shopify ,0,deny,manual,12,,TRUE,TRUE,617629720723,,,,,,,,,,,,,,,,,,,,,,,5.5,active,,
copper-with-amethyst-rpg-metal-dice-set,Copper with Amethyst RPG Metal Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,45,,TRUE,TRUE,617629719529,,,,,,,,,,,,,,,,,,,,,,,20,active,,
copper-with-onyx-rpg-dice-set,Copper with Onyx RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,45,,TRUE,TRUE,617629721690,,,,,,,,,,,,,,,,,,,,,,,20,active,,
copper-with-tanzanite-rpg-metal-dice-set,Copper with Tanzanite RPG Metal Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG4113,0,shopify ,0,deny,manual,45,,TRUE,TRUE,617629717594,,,,,,,,,,,,,,,,,,,,,,,20,active,,
crimson-mesh-rpg-set-metal-dice,Crimson Mesh RPG Set Metal Dice,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,45,,TRUE,TRUE,617629720631,,,,,,,,,,,,,,,,,,,,,,,20,active,,
d20-gold-with-onyx-35mm-extra-large,D20 Gold with Onyx - 35mm Extra Large,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG4086,0,shopify ,0,deny,manual,27,,TRUE,TRUE,617629720501,,,,,,,,,,,,,,,,,,,,,,,12.5,active,,
d20-gold-with-sapphire-35mm-extra-large,D20 Gold with Sapphire - 35mm Extra Large,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,27,,TRUE,TRUE,617629720440,,,,,,,,,,,,,,,,,,,,,,,12.5,active,,
d20-silver-with-amethyst-35mm-extra-large,D20 Silver with Amethyst - 35mm Extra Large,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG4080,0,shopify ,0,deny,manual,27,,TRUE,TRUE,617629717600,,,,,,,,,,,,,,,,,,,,,,,12.5,active,,
d20-silver-with-emerald-35mm-extra-large,D20 Silver with Emerald - 35mm Extra Large,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG4085,0,shopify ,0,deny,manual,27,,TRUE,TRUE,617629720495,,,,,,,,,,,,,,,,,,,,,,,12.5,active,,
d20-silver-with-onyx-35mm-extra-large,D20 Silver with Onyx - 35mm Extra Large,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,27,,TRUE,TRUE,617629720440,,,,,,,,,,,,,,,,,,,,,,,12.5,active,,
d20-silver-with-ruby-35mm-extra-large,D20 Silver with Ruby - 35mm Extra Large,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,27,,TRUE,TRUE,617629765007,,,,,,,,,,,,,,,,,,,,,,,12.5,active,,
dagger-of-venom-black-rainbow-rpg-metal-barrel-dice-set,Dagger of Venom: Black Rainbow RPG Metal Barrel Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,45,,TRUE,TRUE,617629723212,,,,,,,,,,,,,,,,,,,,,,,22.5,active,,
demon-eye-rpg-dice-set,Demon Eye RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG1018,0,shopify ,0,deny,manual,14,,TRUE,TRUE,617629724134,,,,,,,,,,,,,,,,,,,,,,,6.5,active,,
dual-amethyst-and-green-rpg-set,Dual Amethyst and Green RPG Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG4062,0,shopify ,0,deny,manual,45,,TRUE,TRUE,617629719215,,,,,,,,,,,,,,,,,,,,,,,20,active,,
embossed-antique-silver-metal-rpg-dice-set,Embossed Antique Silver Metal RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG4117,0,shopify ,1,deny,manual,45,,TRUE,TRUE,617629718058,,,,,,,,,,,,,,,,,,,,,,,20,active,,
epic-mystery-loot-metals,Epic Mystery Loot: Metals,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,617629721829,0,shopify ,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,12.5,active,,
fairys-tail-ribbon-rpg-dice-set,Fairy's Tail Ribbon RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG2192,0,shopify ,1,deny,manual,14,,TRUE,TRUE,617629725544,,,,,,,,,,,,,,,,,,,,,,,6.5,active,,
fbg-clear-skull-dice-set,FBG: Clear Skull Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,D1625887963,0,shopify ,0,deny,manual,15,,TRUE,TRUE,FBG1007,,,,,,,,,,,,,,,,,,,,,,,7,active,,
fireflies-forest-rpg-dice-set,Fireflies Forest RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG2182,0,shopify ,1,deny,manual,9.95,,TRUE,TRUE,617629725445,,,,,,,,,,,,,,,,,,,,,,,5,active,,
fluffy-puppy-rpg-dice-set,Fluffy Puppy RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG1017,0,shopify ,2,deny,manual,14,,TRUE,TRUE,617629724127,,,,,,,,,,,,,,,,,,,,,,,6.5,active,,
